n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n
Data,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag
2025-07-03 12:30:00,30,n,n,n,16,n,n,n,7,n,n,n,109,n,n,n,39,n,n,n,14,n,n,n,33,n,n,n,19,n,n,n,8,n,n,n,36,n,n,n,14,n,n,n,7,n,n,n
2025-07-03 13:30:00,31,n,n,n,15,n,n,n,6,n,n,n,48,n,n,n,16,n,n,n,13,n,n,n,57,n,n,n,28,n,n,n,7,n,n,n,33,n,n,n,12,n,n,n,9,n,n,n
2025-07-03 14:30:00,34,n,n,n,19,n,n,n,12,n,n,n,62,n,n,n,30,n,n,n,13,n,n,n,52,n,n,n,31,n,n,n,11,n,n,n,34,n,n,n,12,n,n,n,9,n,n,n
2025-07-03 15:30:00,36,n,n,n,19,n,n,n,7,n,n,n,53,n,n,n,n,n,n,n,13,n,n,n,48,n,n,n,33,n,n,n,12,n,n,n,24,n,n,n,11,n,n,n,7,n,n,n
2025-07-03 16:30:00,36,n,n,n,17,n,n,n,12,n,n,n,55,n,n,n,22,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,31,n,n,n,12,n,n,n,14,n,n,n
2025-07-03 17:30:00,29,n,n,n,14,n,n,n,7,n,n,n,28,n,n,n,12,n,n,n,13,n,n,n,31,n,n,n,24,n,n,n,10,n,n,n,27,n,n,n,8,n,n,n,11,n,n,n
2025-07-03 18:30:00,23,n,n,n,10,n,n,n,7,n,n,n,59,n,n,n,29,n,n,n,17,n,n,n,47,n,n,n,29,n,n,n,17,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-07-03 19:30:00,20,n,n,n,16,n,n,n,7,n,n,n,35,n,n,n,13,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-07-03 20:30:00,20,n,n,n,15,n,n,n,7,n,n,n,33,n,n,n,13,n,n,n,14,n,n,n,12,n,n,n,23,n,n,n,9,n,n,n,17,n,n,n,7,n,n,n,1,n,n,n
2025-07-03 21:30:00,16,n,n,n,14,n,n,n,9,n,n,n,33,n,n,n,17,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,18,n,n,n,7,n,n,n,5,n,n,n
