Data de Medição,VALE - ITABIRA,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-03-04 05:30:00,13,n,n,n,8,n,n,n,1,n,n,n,33,n,n,n,7,n,n,n,3,n,n,n,26,n,n,n,22,n,n,n,9,n,n,n,16,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-04 06:30:00,19,n,n,n,10,n,n,n,6,n,n,n,33,n,n,n,6,n,n,n,6,n,n,n,41,n,n,n,4985,IE,n,n,4985,IE,n,n,22,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-04 07:30:00,11,n,n,n,11,n,n,n,3,n,n,n,40,n,n,n,9,n,n,n,12,n,n,n,15,n,n,n,19,n,n,n,5,n,n,n,11,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-04 08:30:00,8,n,n,n,14,n,n,n,0,IU,n,n,19,n,n,n,6,n,n,n,9,n,n,n,12,n,n,n,6,n,n,n,6,n,n,n,12,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-04 09:30:00,6,n,n,n,9,n,n,n,3,n,n,n,19,n,n,n,8,n,n,n,7,n,n,n,13,n,n,n,14,n,n,n,5,n,n,n,9,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-04 10:30:00,9,n,n,n,14,n,n,n,12,n,n,n,24,n,n,n,5,n,n,n,6,n,n,n,12,n,n,n,8,n,n,n,9,n,n,n,11,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-04 11:30:00,11,n,n,n,9,n,n,n,8,n,n,n,23,n,n,n,3,n,n,n,6,n,n,n,7,n,n,n,5,n,n,n,9,n,n,n,7,n,n,n,4985,IE,n,n,13,n,n,n
2025-03-04 12:00:00,n,n,9.4,VM,n,n,8.4,VM,n,n,6.5,VM,n,n,24,VM,n,n,5.6,VM,n,n,6.3,VM,n,n,14,VM,n,n,11.1,VM,n,n,9.5,VM,n,n,10.4,VM,n,n,n,n,n,n,n,n
2025-03-04 12:30:00,8,n,n,n,7,n,n,n,8,n,n,n,18,n,n,n,5,n,n,n,5,n,n,n,10,n,n,n,5,n,n,n,8,n,n,n,6,n,n,n,4985,IE,n,n,8,n,n,n
2025-03-04 13:30:00,7,n,n,n,11,n,n,n,16,n,n,n,24,n,n,n,2,n,n,n,5,n,n,n,20,n,n,n,16,n,n,n,11,n,n,n,11,n,n,n,4985,IE,n,n,6,n,n,n
2025-03-04 14:30:00,4,n,n,n,8,n,n,n,2,n,n,n,22,n,n,n,2,n,n,n,6,n,n,n,6,n,n,n,11,n,n,n,9,n,n,n,8,n,n,n,4985,IE,n,n,2,n,n,n
2025-03-04 15:30:00,1,n,n,n,7,n,n,n,5,n,n,n,22,n,n,n,5,n,n,n,6,n,n,n,9,n,n,n,8,n,n,n,9,n,n,n,9,n,n,n,4985,IE,n,n,8,n,n,n
2025-03-04 16:30:00,11,n,n,n,11,n,n,n,8,n,n,n,27,n,n,n,3,n,n,n,6,n,n,n,12,n,n,n,7,n,n,n,10,n,n,n,8,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-04 17:30:00,11,n,n,n,9,n,n,n,7,n,n,n,23,n,n,n,6,n,n,n,12,n,n,n,15,n,n,n,13,n,n,n,11,n,n,n,14,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-04 18:30:00,12,n,n,n,9,n,n,n,12,n,n,n,25,n,n,n,3,n,n,n,8,n,n,n,15,n,n,n,8,n,n,n,12,n,n,n,12,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-04 19:30:00,10,n,n,n,6,n,n,n,6,n,n,n,33,n,n,n,6,n,n,n,4985,IE,n,n,23,n,n,n,22,n,n,n,18,n,n,n,9,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-04 20:30:00,8,n,n,n,5,n,n,n,6,n,n,n,27,n,n,n,6,n,n,n,-5,IR,n,n,20,n,n,n,17,n,n,n,13,n,n,n,9,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-04 21:30:00,7,n,n,n,4,n,n,n,8,n,n,n,24,n,n,n,6,n,n,n,0,IU,n,n,10,n,n,n,9,n,n,n,12,n,n,n,7,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-04 22:30:00,12,n,n,n,10,n,n,n,7,n,n,n,26,n,n,n,13,n,n,n,7,n,n,n,10,n,n,n,13,n,n,n,11,n,n,n,13,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-04 23:30:00,12,n,n,n,4,n,n,n,5,n,n,n,19,n,n,n,8,n,n,n,7,n,n,n,9,n,n,n,12,n,n,n,15,n,n,n,9,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-05 00:30:00,13,n,n,n,10,n,n,n,7,n,n,n,18,n,n,n,6,n,n,n,13,n,n,n,18,n,n,n,11,n,n,n,9,n,n,n,8,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-05 01:30:00,8,n,n,n,13,n,n,n,5,n,n,n,23,n,n,n,11,n,n,n,8,n,n,n,10,n,n,n,13,n,n,n,15,n,n,n,17,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-05 02:30:00,10,n,n,n,10,n,n,n,5,n,n,n,21,n,n,n,7,n,n,n,7,n,n,n,8,n,n,n,9,n,n,n,6,n,n,n,11,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-05 03:30:00,14,n,n,n,12,n,n,n,5,n,n,n,4985,IE,n,n,3,n,n,n,7,n,n,n,12,n,n,n,13,n,n,n,5,n,n,n,36,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-05 04:30:00,11,n,n,n,13,n,n,n,2,n,n,n,12,n,n,n,3,n,n,n,6,n,n,n,9,n,n,n,9,n,n,n,7,n,n,n,9,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-05 05:30:00,16,n,n,n,11,n,n,n,3,n,n,n,29,n,n,n,8,n,n,n,9,n,n,n,15,n,n,n,11,n,n,n,15,n,n,n,9,n,n,n,4985,IE,n,n,4985,IE,n,n
2025-03-05 06:30:00,15,n,n,n,15,n,n,n,9,n,n,n,30,n,n,n,12,n,n,n,9,n,n,n,21,n,n,n,16,n,n,n,9,n,n,n,14,n,n,n,4985,IE,n,n,4985,IE,n,n
